181116 215844.020|CONFIG|Thread-5|setFileHandlers|Now logging to C:\Users\user\Desktop\pc2Team\bin\logs directory.
181116 224810.868|INFO|Thread-22|dumpPacket|Packet RUN_JUDGEMENT (Seq #2242 ) recieveObject
181116 224810.868|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1 (lucian-PC @ 193.226.37.17) (Contest Id: Antrenament-6848141497330215606)
181116 224810.868|INFO|Thread-22|dumpPacket|    To: TEAM101 @ site 1
181116 224810.868|INFO|Thread-22|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
181116 224810.868|INFO|Thread-22|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 414 JUDGED 11828 min 709696823ms from TEAM101 @ site 1 id Run--6036188051267450594 problem Problema 5.4-8479197268671832535 lang GNU C-9089484471426497038
181116 224810.868|INFO|Thread-22|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes--3981002496562757518 id JudgementRecord--2336859681627777439
181116 224810.868|INFO|Thread-22|info|handlePacket start Packet[RUN_JUDGEMENT] #2242 SERVER0 @ site 1 -> TEAM101 @ site 1
181116 224810.868|INFO|Thread-22|dumpPacket|Packet RUN_JUDGEMENT (Seq #2242 ) handlePacket
181116 224810.868|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1 (lucian-PC @ 193.226.37.17) (Contest Id: Antrenament-6848141497330215606)
181116 224810.868|INFO|Thread-22|dumpPacket|    To: TEAM101 @ site 1
181116 224810.868|INFO|Thread-22|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
181116 224810.868|INFO|Thread-22|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 414 JUDGED 11828 min 709696823ms from TEAM101 @ site 1 id Run--6036188051267450594 problem Problema 5.4-8479197268671832535 lang GNU C-9089484471426497038
181116 224810.868|INFO|Thread-22|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes--3981002496562757518 id JudgementRecord--2336859681627777439
181116 224815.022|INFO|Thread-22|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #2242 SERVER0 @ site 1 -> TEAM101 @ site 1
181116 230105.325|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for Problema 5.5 GNU C file: C:\Users\user\Desktop\aparcarac\main.c
181116 230105.325|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #6 TEAM101 @ site 1 -> SERVER0 @ site 1
181116 230105.341|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #6 TEAM101 @ site 1 -> SERVER0 @ site 1
181116 230106.167|INFO|Thread-24|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #2296 SERVER0 @ site 1 -> TEAM101 @ site 1
181116 230106.167|INFO|Thread-24|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2296 ) recieveObject
181116 230106.167|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1 (lucian-PC @ 193.226.37.17) (Contest Id: Antrenament-6848141497330215606)
181116 230106.167|INFO|Thread-24|dumpPacket|    To: TEAM101 @ site 1
181116 230106.167|INFO|Thread-24|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 421 QUEUED_FOR_COMPUTER_JUDGEMENT 11842 min 710559099ms from TEAM101 @ site 1 id Run-8682586012916803618 problem Problema 5.5--4544849843168490231 lang GNU C-9089484471426497038
181116 230106.167|INFO|Thread-24|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #2296 SERVER0 @ site 1 -> TEAM101 @ site 1
181116 230106.167|INFO|Thread-24|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2296 ) handlePacket
181116 230106.167|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1 (lucian-PC @ 193.226.37.17) (Contest Id: Antrenament-6848141497330215606)
181116 230106.167|INFO|Thread-24|dumpPacket|    To: TEAM101 @ site 1
181116 230106.167|INFO|Thread-24|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 421 QUEUED_FOR_COMPUTER_JUDGEMENT 11842 min 710559099ms from TEAM101 @ site 1 id Run-8682586012916803618 problem Problema 5.5--4544849843168490231 lang GNU C-9089484471426497038
181116 230109.599|INFO|Thread-24|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #2296 SERVER0 @ site 1 -> TEAM101 @ site 1
181116 230119.329|INFO|Thread-25|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #2300 SERVER0 @ site 1 -> TEAM101 @ site 1
181116 230119.329|INFO|Thread-25|dumpPacket|Packet RUN_JUDGEMENT (Seq #2300 ) recieveObject
181116 230119.329|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1 (lucian-PC @ 193.226.37.17) (Contest Id: Antrenament-6848141497330215606)
181116 230119.329|INFO|Thread-25|dumpPacket|    To: TEAM101 @ site 1
181116 230119.329|INFO|Thread-25|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
181116 230119.329|INFO|Thread-25|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 421 MANUAL_REVIEW 11842 min 710559099ms from TEAM101 @ site 1 id Run-8682586012916803618 problem Problema 5.5--4544849843168490231 lang GNU C-9089484471426497038
181116 230119.329|INFO|Thread-25|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No - Run-time Error-5348676698169858229 id JudgementRecord-6111573046108303333
181116 230119.329|INFO|Thread-25|info|handlePacket start Packet[RUN_JUDGEMENT] #2300 SERVER0 @ site 1 -> TEAM101 @ site 1
181116 230119.329|INFO|Thread-25|dumpPacket|Packet RUN_JUDGEMENT (Seq #2300 ) handlePacket
181116 230119.329|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1 (lucian-PC @ 193.226.37.17) (Contest Id: Antrenament-6848141497330215606)
181116 230119.329|INFO|Thread-25|dumpPacket|    To: TEAM101 @ site 1
181116 230119.329|INFO|Thread-25|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
181116 230119.329|INFO|Thread-25|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 421 MANUAL_REVIEW 11842 min 710559099ms from TEAM101 @ site 1 id Run-8682586012916803618 problem Problema 5.5--4544849843168490231 lang GNU C-9089484471426497038
181116 230119.329|INFO|Thread-25|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No - Run-time Error-5348676698169858229 id JudgementRecord-6111573046108303333
181116 230131.863|INFO|Thread-25|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #2300 SERVER0 @ site 1 -> TEAM101 @ site 1
